20170301022827000110|17060020|KSE234353B/KSE|20170301|20170301|0.11|kg|||T
FFP001073|1|500|10|0|mg|S||2|1||201703011340|0
FFP001073|1|500|10|0|mg|S||2|2||201703011423|0
FFP001073|1|500|10|500|mg|T||2|3||201703011542|58
002078|2|100|10|96|mg|T|423082|1|1||201703011236|9
002078|2|100|10|95|mg|T|423082|1|2||201703011412|9
002078|2|100|10|97|mg|T|423082|1|3||201703011446|9
002013|3|2000|20|1988|mg|T|432672|1|1||201703011218|12
002013|3|2000|20|1981|mg|T|432672|1|2||201703011400|17
002013|3|2000|20|1980|mg|T|432672|1|3||201703011434|15
FFP002026|4|1500|20|1496|mg|T|429507|1|1||201703011214|12
FFP002026|4|1500|20|1496|mg|T|429507|1|2||201703011356|12
FFP002026|4|1500|20|1496|mg|T|429507|1|3||201703011430|12
BYC4043TEU|5|3000|30|2994|mg|T|435208|1|1||201703011234|14
BYC4043TEU|5|3000|30|2995|mg|T|435208|1|2||201703011410|14
BYC4043TEU|5|3000|30|2990|mg|T|435208|1|3||201703011444|14
002051|6|1000|10|0|mg|S||1|1||201703011217|0
002051|6|1000|10|0|mg|S||2|1||201703011340|0
002051|6|1000|10|0|mg|S||1|2||201703011359|0
002051|6|1000|10|0|mg|S||2|2||201703011423|0
002051|6|1000|10|0|mg|S||1|3||201703011432|0
002051|6|1000|10|1000|mg|T||2|3||201703011455|27
D-00003673|7|500|10|0|mg|S||2|1||201703011340|0
D-00003673|7|500|10|0|mg|S||2|2||201703011423|0
D-00003673|7|500|10|500|mg|T||2|3||201703011601|55
D-00049077|8|200|10|0|mg|S||2|1||201703011340|0
D-00049077|8|200|10|0|mg|S||2|2||201703011423|0
D-00049077|8|200|10|200|mg|T||2|3||201703011540|21
FFP003042|9|500|10|0|mg|S||1|1||201703011225|0
FFP003042|9|500|10|0|mg|S||2|1||201703011340|0
FFP003042|9|500|10|0|mg|S||1|2||201703011404|0
FFP003042|9|500|10|0|mg|S||2|2||201703011423|0
FFP003042|9|500|10|0|mg|S||1|3||201703011437|0
FFP003042|9|500|10|510|mg|T||2|3||201703011543|20
003094|10|500|10|500|mg|T|427722|1|1||201703011214|10
003094|10|500|10|490|mg|T|427722|1|2||201703011355|48
003094|10|500|10|510|mg|T|427722|1|3||201703011429|41
003096|11|1200|20|1185|mg|T|429490|1|1||201703011214|11
003096|11|1200|20|1190|mg|T|429490|1|2||201703011355|11
003096|11|1200|20|1191|mg|T|429490|1|3||201703011429|11
D-00047085|12|500|10|0|mg|S||2|1||201703011340|0
D-00047085|12|500|10|0|mg|S||2|2||201703011423|0
D-00047085|12|500|10|500|mg|T||2|3||201703011539|18
D-00000015|13|400|10|400|mg|T|170109090952|1|1||201703011215|11
D-00000015|13|400|10|390|mg|T|170109090952|1|2||201703011357|11
D-00000015|13|400|10|395|mg|T|170109090952|1|3||201703011431|11
D-00000586|14|700|10|702|mg|T|170109143429|1|1||201703011217|13
D-00000586|14|700|10|710|mg|T|170109143429|1|2||201703011359|13
D-00000586|14|700|10|709|mg|T|170109143429|1|3||201703011432|13
004033|15|1000|10|0|mg|S||2|1||201703011340|0
004033|15|1000|10|0|mg|S||2|2||201703011423|0
004033|15|1000|10|1000|mg|T||2|3||201703011458|27
004050|16|10650|100|10649|mg|T|434474|1|1||201703011224|52
004050|16|10650|100|10652|mg|T|434474|1|2||201703011403|52
004050|16|10650|100|10649|mg|T|434474|1|3||201703011436|52
005003|17|200|10|468|mg|>X|424093|1|1||201703011236|5
005003|17|200|10|507|mg|>X|424093|1|2||201703011413|5
005003|17|200|10|198|mg|T|424093|1|3||201703011446|140
005049|18|100|10|0|mg|S||2|1||201703011340|0
005049|18|100|10|0|mg|S||2|2||201703011423|0
005049|18|100|10|100|mg|T||2|3||201703011455|15
005028|19|4000|30|4002|mg|T|432080|1|1||201703011210|16
005028|19|4000|30|4008|mg|T|432080|1|2||201703011351|17
005028|19|4000|30|4005|mg|T|432080|1|3||201703011425|17
