code;flash;date
BIL302850/BIL;50;20/04/2017
BIL302878/BIL;59;20/04/2017
BIL302878A/BIL;50;20/04/2017
BIL305473C/BIL;81;02/06/2017
BLE089277/BLE;106;23/08/2016
BLE089277AC/BLE;107;23/08/2016
BLE183048G/BLE;90;23/08/2016
BPM021911J/BPM;100;14/09/2016
BPM030774Z/BPM;105;22/05/2017
BPM035667M/BPM;84;08/07/2016
BPM087190CQ/BPM;99;26/05/2016
BPM089215A/BPM;104;08/07/2016
BPM111805R/BPM;100;26/10/2017
BPM159043M/BPM;97;11/10/2016
BPM162005CZ/BPM;87;10/08/2017
BPM165427/BPM;82;08/07/2016
BPM179181F/BPM;110;20/04/2017
BPM213188AX/BPM;101;14/04/2016
BPM216872AF/BPM;117;29/07/2016
BPM217722AE/BPM;108;13/07/2016
BPM218377W/BPM;52;24/08/2016
BPM218610AB/BPM;70;09/08/2016
BPM218610AT/BPM;92;15/06/2016
BPM220950S/BPM;61;24/04/2017
BPM221872A/BPM;99;14/10/2016
BPM224098BF/BPM;98;11/07/2016
BPM226242I/BPM;94;22/05/2017
BPM226242L/BPM;102;12/06/2017
BPM226528R/BPM;89;26/07/2017
BPM226591C/BPM;114;30/08/2017
BPM229292N/BPM;98;14/04/2016
BPM229306X/BPM;107;30/08/2017
BPM229356B/BPM;114;10/10/2017
BPM230732A/BPM;123;08/07/2016
BPM230732BH/BPM;110;10/05/2017
BPM230900G/BPM;86;21/04/2017
BPM230988A/BPM;No flash;26/10/2017
CBO161060BR/CBO;82;08/03/2017
DGI020426DK/DGI;102;21/08/2017
DGI021912CQ/DGI;101;21/03/2017
DGI030748BP;103;07/09/2017
DGI088075BZ/DGI;79;21/08/2017
DGI088076AH/DGI;72;13/07/2016
DGI089378A/DGI;94;25/05/2016
DGI157374DK/DGI;85;21/08/2017
DGI175977CC/DGI;87;05/10/2017
DGI178060R/DGI;116;22/06/2017
DGI179279G/DGI;67;01/09/2016
DGI180542AD/DGI;59;24/08/2016
DGI202293AS/DGI;113;21/04/2017
DGI218829AN/DGI;85;06/06/2016
DGI222304C/DGI;101;23/08/2017
DGI225657O/DGI;64;15/07/2016
DMO302688C/DMO;94;25/01/2017
DMO302693I/DMO;70;25/01/2017
DMO305538T/GCB;103;19/07/2017
DMO309554/DMO;82;02/11/2017
DPR273581G;113;03/10/2017
EGO017885FS/EGO;80;25/10/2016
EGO181810B/EGO;85;12/05/2016
EGO182188A/EGO;94;18/11/2016
EGO293771C/EGO;72;08/03/2017
FIK012243BW/FIK;81;31/01/2017
FIK020142FH/FIK;117;26/09/2016
FIK034726AP/FIK;67;31/01/2017
FIK149629AG/FIK;120;02/08/2016
FIK149629AH/FIK;140;02/08/2016
FIK149629AI/FIK;121;05/08/2016
FIK149629AJ/FIK;101;26/09/2016
FIK149629AK/FIK;120;13/02/2017
FIK149629AM/FIK;119;31/01/2017
FIK149629AO/FIK;125;22/02/2017
FIK149821O/FIK;91;02/08/2016
FIK149890AE/FIK;98;02/08/2016
FIK149890AG/FIK;99;05/08/2016
FIK149890AH/FIK;94;17/08/2016
FIK149890AK/FIK;94;17/08/2016
FIK149914AU/FIK;132;06/06/2016
FIK149914AV/FIK;117;06/06/2016
FIK150391AD/FIK;97;25/04/2017
FIK150391HK/FIK;94;10/06/2016
FIK150391HO/FIK;95;10/04/2017
FIK150873BS/FIK;60;16/02/2017
FIK150873BU/FIK;59;17/02/2017
FIK150873BV/FIK;61;22/02/2017
FIK151395X/FIK;84;27/01/2017
FIK151395Y/FIK;76;31/01/2017
FIK161934IE/FIK;89;07/10/2016
FIK161934IF/FIK;147;07/10/2016
FIK212123HO/FIK;101;31/01/2017
FIK218283F/FIK;61;26/07/2016
FIK218283O/FIK;67;01/08/2016
FIK218283P/FIK;78;26/09/2016
FIK218283Q/FIK;74;17/10/2016
FIK218283R/FIK;69;17/10/2016
FIK218283U/FIK;81;01/12/2016
FIK218283V/FIK;77;14/12/2016
FIK218472M/FIK;94;26/09/2016
FIK218792L/FIK;85;02/08/2016
FIK219407V/FIK;90;21/11/2016
FIK219838ES/FIK;100;13/06/2016
FIK221714EU/FIK;90;10/06/2016
FIK223580U/FIK;91;02/08/2016
FIK223580V/FIK;90;05/08/2016
FIK223580W/FIK;90;17/08/2016
FIK223580X/FIK;95;26/09/2016
FIK223580Y/FIK;96;03/10/2016
FIK223723BY/FIK;70;10/06/2016
FIK223723BZ/FIK;73;26/07/2016
FIK225772D/FIK;93;27/06/2016
FIK225772L/FIK;92;26/07/2016
FIK225772M/FIK;93;05/08/2016
FIK225772N/FIK;91;17/08/2016
FIK225880AA/FIK;86;31/01/2017
FIK225880AB/FIK;86;31/01/2017
FIK227173X/FIK;137;15/06/2017
FIK227173Y/FIK;139;23/06/2017
FIK228624R/FIK;74;05/08/2016
FIK230589D/FIK;70;17/10/2016
FIK230649C/FIK;93;27/01/2017
FIK230649D/FIK;89;31/01/2017
FIK231302O/FIK;108;26/09/2016
FIK234146A/FIK;80;02/08/2016
FIK234146B/FIK;79;17/08/2016
FIK234146C/FIK;91;26/09/2016
FIK234877AV/MLE;96;18/05/2016
FJ163484HG/JJJ;112;02/06/2017
FJJ020039DV/DGI;99;14/09/2017
FJJ020039DZ/FJJ;99;14/09/2017
FJJ020039EA/FJJ;99;14/09/2017
FJJ020039EB/FJJ;100;14/09/2017
FJJ026345CJ/FJJ;64;19/08/2016
FJJ026345DK/FJJ;70;12/06/2017
FJJ026345EL/FJJ;95;26/04/2016
FJJ029134HI/FJJ;109;26/10/2016
FJJ029134HR/FJJ;98;23/06/2017
FJJ029134IB/FJJ;110;14/09/2017
FJJ029774X/JSA;90;31/05/2017
FJJ029774Z/JSA;89;22/06/2017
FJJ030385CE/FJJ;75;08/11/2016
FJJ030385GC/FJJ;83;02/06/2017
FJJ030385GG/FJJ;96;04/05/2016
FJJ030385ID/FJJ;68;04/01/2017
FJJ030385IM/FJJ;60;31/01/2017
FJJ030385IN/FJJ;60;31/01/2017
FJJ030385IO/FJJ;60;31/01/2017
FJJ030385IP/FJJ;60;31/01/2017
FJJ030385IQ/FJJ;60;31/01/2017
FJJ030385IR/FJJ;57;02/02/2017
FJJ030385IS/FJJ;58;02/02/2017
FJJ030385IT/FJJ;53;02/02/2017
FJJ030385IU/FJJ;52;02/02/2017
FJJ030385IW/FJJ;50;07/02/2017
FJJ030385IX/FJJ;50;07/02/2017
FJJ030385IZ/FJJ;64;08/02/2017
FJJ030385JG/FJJ;98;29/06/2017
FJJ030708BV/FJJ;85;31/01/2017
FJJ030708BX/FJJ;85;01/03/2017
FJJ030731LT/FJJ;83;06/06/2016
FJJ030731LV/FJJ;106;08/07/2016
FJJ030731MN/FJJ;89;07/11/2016
FJJ030731MO/FJJ;89;09/11/2016
FJJ030731MP/FJJ;86;21/11/2016
FJJ030731NT/FJJ;67;09/05/2017
FJJ030731OG/FJJ;82;17/05/2017
FJJ030731OL/FJJ;81;06/06/2017
FJJ030731OO/FJJ;85;31/05/2017
FJJ030731OQ/FJJ;90;23/06/2017
FJJ030731PJ/FJJ;91;25/09/2017
FJJ030827GA/FJJ;76;11/10/2016
FJJ030827GI/FJJ;58;14/10/2016
FJJ030827HB/FJJ;90;25/08/2017
FJJ030827HO/FJJ;66;05/10/2016
FJJ030827HR/FJJ;78;21/11/2016
FJJ030827HU/FJJ;63;20/01/2017
FJJ030829AO/FJJ;104;01/04/2016
FJJ030830DU/FJJ;89;31/07/2017
FJJ031264F/FJJ;80;02/08/2017
FJJ031538AK/FJJ;94;26/10/2016
FJJ031538AL/FJJ;107;26/10/2016
FJJ031538L/FJJ;81;10/08/2017
FJJ034870AU/FJJ;87;29/09/2016
FJJ034870AV/FJJ;82;05/10/2016
FJJ034870BH/FJJ;87;22/06/2017
FJJ034870BP/FJJ;83;04/09/2017
FJJ034870BR/FJJ;83;20/10/2017
FJJ034870BU/FJJ;82;30/10/2017
FJJ034871AK/FJJ;88;04/09/2017
FJJ034871AL/FJJ;86;04/09/2017
FJJ088091BL/FJJ;100;21/06/2017
FJJ088444AU/FJJ;90;04/07/2016
FJJ088444AV/FJJ;106;07/07/2016
FJJ088444AW/FJJ;106;13/07/2016
FJJ088444AZ/FJJ;85;31/01/2017
FJJ088444BB/FJJ;90;10/03/2017
FJJ088444BG/FJJ;75;17/10/2017
FJJ088444Q/FJJ;78;26/10/2016
FJJ088444Q/FJJ;82;18/10/2017
FJJ088547Y/FJJ;97;06/07/2017
FJJ089561AJ/FJJ;98;31/03/2016
FJJ089561AM/FJJ;93;26/04/2016
FJJ089561AP/FJJ;99;23/08/2016
FJJ089561BB/FJJ;89;19/01/2017
FJJ089995DL/FJJ;85;27/06/2017
FJJ091723BI/FJJ;88;12/07/2016
FJJ092194GN/DGI;56;01/06/2017
FJJ092195CJ/FJJ;74;23/05/2016
FJJ104718R/FJJ;63;07/08/2017
FJJ108775BG/FJJ;46;08/01/2017
FJJ108775BJ/FJJ;80;23/10/2017
FJJ109761AF/FJJ;84;23/01/2017
FJJ109761S/FJJ;89;23/08/2016
FJJ110019J/FJJ;97;05/10/2017
FJJ110498P/FJJ;93;05/10/2017
FJJ111043F/FJJ;81;10/10/2017
FJJ111043G/FJJ;79;10/10/2017
FJJ111059AL/FJJ;50;28/04/2017
FJJ111137AE/FJJ;102;20/03/2017
FJJ111971AG/FJJ;82;08/09/2017
FJJ140574AX/FJJ;83;10/08/2017
FJJ142038BC/FJJ;80;21/08/2017
FJJ142038CL/FJJ;107;01/07/2016
FJJ142038CP/FJJ;68;31/01/2017
FJJ142038CQ/FJJ;72;01/03/2017
FJJ142038CR/FJJ;76;01/03/2017
FJJ142038CV/FJJ;107;07/09/2017
FJJ142038G/FJJ;86;24/08/2016
FJJ148897AP/VDA;101;03/11/2017
FJJ148897AQ/VDA;100;03/11/2017
FJJ148897AR/VDA;100;03/11/2017
FJJ161414CB/FJJ;89;21/02/2017
FJJ161896N/FJJ;75;10/10/2017
FJJ161904E/FJJ;121;07/07/2017
FJJ162151AW/FJJ;70;06/06/2016
FJJ162151BK/FJJ;76;02/08/2016
FJJ162151BQ/FJJ;75;01/08/2016
FJJ162151BT/FJJ;64;08/08/2016
FJJ162462AP/SLT;105;06/07/2017
FJJ162504AB/FJJ;92;23/08/2016
FJJ162625DZ/FJJ;87;12/06/2017
FJJ163247BJ/FJJ;67;27/06/2017
FJJ163471D/FJJ;101;20/04/2017
FJJ163472AN/FJJ;66;20/10/2017
FJJ163472AO/FJJ;72;30/10/2017
FJJ163484EE/JJJ;106;30/03/2017
FJJ163484EK/JJJ;101;22/07/2016
FJJ163484EM/JJJ;104;25/07/2016
FJJ163484EN/JJJ;99;26/07/2016
FJJ163484EO/JJJ;94;26/07/2016
FJJ163484EP/FJJ;92;28/07/2016
FJJ163484ES/JJJ;97;22/11/2016
FJJ163484ET/JJJ;100;10/11/2016
FJJ163484EV/JJJ;98;16/11/2016
FJJ163484GA/JJJ;104;07/02/2017
FJJ163484HO/JJJ;109;07/08/2017
FJJ163647CA/FJJ;70;12/07/2016
FJJ163647DP/FJJ;66;10/06/2016
FJJ163647EG/FJJ;68;19/01/2017
FJJ163647EH/FJJ;68;19/01/2017
FJJ163647EI/FJJ;63;01/02/2017
FJJ163647EK/FJJ;62;01/02/2017
FJJ163647EL/FJJ;50;01/02/2017
FJJ163647EM/FJJ;63;02/02/2017
FJJ163647EN/FJJ;62;02/02/2017
FJJ163647EO/FJJ;54;02/02/2017
FJJ163647EP/FJJ;55;02/02/2017
FJJ163647EQ/FJJ;56;07/02/2017
FJJ163647ER/FJJ;51;07/02/2017
FJJ163647ES/FJJ;60;08/02/2017
FJJ163647ET/FJJ;61;09/02/2017
FJJ163647EU/FJJ;65;21/02/2017
FJJ163647FK/FJJ;70;17/05/2017
FJJ163647FP/FJJ;90;29/06/2017
FJJ163647FQ/FJJ;68;04/09/2017
FJJ163647FR/FJJ;82;04/09/2017
FJJ163648R/FJJ;88;30/08/2017
FJJ163648W/FJJ;87;12/07/2016
FJJ163757BR/FJJ;94;01/12/2016
FJJ163757BT/FJJ;93;01/12/2016
FJJ163757CE/FJJ;91;21/03/2017
FJJ163829CS/FJJ;102;31/03/2016
FJJ163965AL/BLE;77;15/11/2016
FJJ163974AJ/FJJ;90;01/06/2017
FJJ164131DW/ABX;79;30/03/2017
FJJ164131DX/ABX;79;30/03/2017
FJJ164797R/FJJ;71;08/09/2017
FJJ165565FH/FJJ;93;04/09/2017
FJJ165565FQ/FJJ;86;24/10/2017
FJJ165565FR/FJJ;86;24/10/2017
FJJ165565FS/FJJ;84;30/10/2017
FJJ165565FT/FJJ;90;02/11/2017
FJJ165565N/FJJ;94;07/10/2016
FJJ179619I/FJJ;50;10/05/2017
FJJ180173Q/FJJ;87;31/08/2017
FJJ181416G/BIL;51;22/08/2017
FJJ182933BS/FJJ;86;10/10/2017
FJJ182933BT/FJJ;84;10/10/2017
FJJ200991F/FJJ;78;01/04/2016
FJJ215505BS/AJO;110;31/08/2017
FJJ215505BT/AJO;108;31/08/2017
FJJ215505BU/AJO;106;31/08/2017
FJJ215505BV/AJO;104;31/08/2017
FJJ215505BW/AJO;112;31/08/2017
FJJ219288E/BPM;98;13/10/2017
FJJ225642BD/FJJ;104;21/06/2017
FJJ225642BW/FJJ;101;06/07/2017
FJJ225818K/FJJ;87;31/07/2017
FJJ226015N/FJJ;77;26/07/2017
FJJ226120DY/FJJ;117;29/07/2016
FJJ226120FA/FJJ;118;15/03/2017
FJJ226460H/FJJ;86;09/11/2016
FJJ226704B/FJJ;102;24/10/2016
FJJ226806J/FJJ;64;14/12/2016
FJJ226962A/FJJ;109;02/08/2016
FJJ227257B/FJJ;90;16/06/2017
FJJ227347AF/FJJ;92;31/03/2016
FJJ227347AH/FJJ;87;30/05/2016
FJJ227530V/FJJ;82;05/05/2017
FJJ227530W/FJJ;86;05/05/2017
FJJ227530X/FJJ;82;05/05/2017
FJJ227530Y/FJJ;85;05/05/2017
FJJ227530Z/FJJ;83;24/10/2017
FJJ227683D/FJJ;83;09/10/2017
FJJ227697F/JSA;92;10/05/2017
FJJ227937AJ/FJJ;93;10/08/2016
FJJ227937AL/FJJ;72;06/06/2016
FJJ227937AM/FJJ;74;17/06/2016
FJJ227937AN/FJJ;75;06/03/2017
FJJ227937AU/FJJ;75;06/03/2017
FJJ227989Q/FJJ;120;21/09/2016
FJJ227989V/FJJ;121;22/09/2016
FJJ227989W/FJJ;127;31/08/2017
FJJ228065F/FJJ;75;27/07/2016
FJJ228302AQ/FJJ;85;23/01/2017
FJJ228302AS/FJJ;69;08/09/2017
FJJ228302Y/FJJ;90;07/06/2017
FJJ228970G/JSA;143;22/08/2017
FJJ229092B/FJJ;92;02/06/2017
FJJ229386I/FJJ;73;25/08/2017
FJJ229519AK/FJJ;85;21/02/2017
FJJ229519AL/FJJ;78;23/03/2017
FJJ229519AU/FJJ;87;01/06/2017
FJJ229519AZ/FJJ;86;03/07/2017
FJJ229519BE/FJJ;86;03/07/2017
FJJ229519BF/FJJ;85;03/07/2017
FJJ229519BJ/FJJ;85;08/09/2017
FJJ229601P/FJJ;82;31/07/2017
FJJ229888X/FJJ;75;07/10/2016
FJJ229888Y/JDM;77;12/10/2017
FJJ229914V/FJJ;117;29/07/2016
FJJ229947/FJJ;75;14/10/2016
FJJ230341AG/FJJ;75;24/03/2016
FJJ230341AH/FJJ;76;24/03/2016
FJJ230392F/FJJ;109;24/08/2016
FJJ230392U/FJJ;111;08/08/2016
FJJ230495A/FJJ;103;06/07/2017
FJJ230538F/FJJ;101;08/07/2016
FJJ230538N/FJJ;101;10/05/2017
FJJ231038K/FJJ;96;10/11/2016
FJJ231038U/FJJ;101;19/01/2017
FJJ231065J/FJJ;50;31/08/2017
FJJ231065K/FJJ;50;02/06/2017
FJJ231227E/FJJ;103;07/07/2017
FJJ231512E/FJJ;100;10/03/2017
FJJ231512F/FJJ;74;21/07/2017
FJJ231512H/FJJ;77;24/07/2017
FJJ231512H/FJJ;75;21/09/2017
FJJ231512I/FJJ;70;24/07/2017
FJJ231512N/FJJ;71;17/10/2017
FJJ231515BB/FJJ;72;22/05/2017
FJJ231515BC/FJJ;87;01/12/2016
FJJ231515BE/FJJ;88;01/12/2016
FJJ231515BQ/FJJ;65;04/09/2017
FJJ231587AE/FJJ;74;24/10/2017
FJJ231587AF/FJJ;75;30/10/2017
FJJ231587AG/FJJ;89;02/11/2017
FJJ231834A/FJJ;53;05/10/2017
FJJ231840D/FJJ;110;31/07/2017
FJJ232129B/FJJ;104;10/08/2017
FJJ232219/FJJ;72;23/08/2017
FJJ232324C/FJJ;97;10/03/2017
FJJ232439I/FJJ;79;08/09/2017
FJJ232541J/FJJ;87;15/03/2017
FJJ232541N/FJJ;90;16/03/2017
FJJ232541W/FJJ;83;08/09/2017
FJJ232786D/EDF;83;15/07/2016
FJJ232946D/FJJ;102;14/12/2016
FJJ232986/FJJ;82;24/08/2016
FJJ233162AZ/FJJ;105;06/07/2017
FJJ233200AW/FJJ;65;27/06/2017
FJJ233200BF/FJJ;68;17/07/2017
FJJ233354MU/ANL;77;30/10/2017
FJJ233410H/FJJ;79;02/11/2017
FJJ233652W/JJJ;74;17/11/2016
FJJ233652Y/JJJ;77;21/11/2016
FJJ233780AL/BIL;32;10/10/2017
FJJ233807C/FJJ;59;08/08/2016
FJJ233873I/FJJ;95;01/07/2016
FJJ233873J/FJJ;97;04/07/2016
FJJ233900Z/BIL;85;20/10/2017
FJJ234483AA/FJJ;54;02/02/2017
FJJ234483AB/FJJ;50;02/02/2017
FJJ234483AC/FJJ;61;07/02/2017
FJJ234483AD/FJJ;54;07/02/2017
FJJ234483AE/FJJ;64;08/02/2017
FJJ234483AG/FJJ;79;31/03/2017
FJJ234483AK/FJJ;72;21/04/2017
FJJ234483U/FJJ;64;02/06/2016
FJJ234483V/FJJ;64;11/07/2016
FJJ234483Y/FJJ;77;02/02/2017
FJJ234483Z/FJJ;76;02/02/2017
FJJ234584A/FJJ;78;12/06/2017
FJJ234586A/FJJ;125;10/05/2017
FJJ234586B/RFF;135;15/05/2017
FJJ234629N/FJJ;83;04/05/2016
FJJ234629Q/FJJ;84;23/05/2016
FJJ234629V/FJJ;75;25/07/2016
FJJ234641AD/FJJ;79;20/10/2017
FJJ234641L/FJJ;71;01/02/2017
FJJ234641M/FJJ;73;01/02/2017
FJJ234641N/FJJ;64;01/02/2017
FJJ234641O/FJJ;54;01/02/2017
FJJ234641P/FJJ;66;07/02/2017
FJJ234641Q/FJJ;63;07/02/2017
FJJ234641R/FJJ;67;08/02/2017
FJJ234641S/FJJ;67;08/02/2017
FJJ234641T/FJJ;65;09/02/2017
FJJ234825P/FJJ;83;16/11/2016
FJJ234828M/BIL;80;04/09/2017
FJJ234874I/FJJ;75;22/06/2017
FJJ235010E/FJJ;91;07/10/2016
FJJ235099M/FJJ;96;02/03/2017
FJJ235176C/FJJ;106;07/06/2016
FJJ235263O/FJJ;83;18/07/2016
FJJ235263P/FJJ;82;18/07/2016
FJJ235263P/FJJ;82;10/10/2017
FJJ235263Q/FJJ;83;09/11/2016
FJJ235263R/FJJ;80;09/11/2016
FJJ235540E/FJJ;86;12/07/2016
FJJ235666AG/BIL;71;30/10/2017
FJJ235721H/FJJ;88;08/09/2017
FJJ245367F/FJJ;60;31/08/2017
FJJ245377A/FJJ;96;07/10/2016
FJJ245725AA/FJJ;68;17/10/2017
FJJ245725AC;83;18/10/2017
FJJ245725AD/FJJ;68;06/11/2017
FJJ245725AE/FJJ;68;06/11/2017
FJJ245725AF/FJJ;81;06/11/2017
FJJ245725AG/FJJ;68;06/11/2017
FJJ245725AH/FJJ;71;07/11/2017
FJJ245725AI/FJJ;69;07/11/2017
FJJ245725AJ/FJJ;84;07/11/2017
FJJ245725AK/FJJ;66;07/11/2017
FJJ245725AL/FJJ;76;08/11/2017
FJJ245725U/FJJ;84;14/09/2017
FJJ245725V/FJJ;84;14/09/2017
FJJ245725W/FJJ;65;16/10/2017
FJJ245725Z/FJJ;73;17/10/2017
FJJ252286AJ/BIL;98;07/07/2017
FJJ273581AG;112;03/10/2017
FJJ273581AM;113;03/10/2017
FJJ273581AN;113;03/10/2017
FJJ273581AU/DPR;113;06/10/2017
FJJ273581AW/DPR;112;06/10/2017
FJJ273581AX/DPR;113;06/10/2017
FJJ273581BC/DPR;112;06/10/2017
FJJ273581BH/DPR;111;06/10/2017
FJJ273581K/DPR;111;01/06/2017
FJJ273581O/DPR;112;03/07/2017
FJJ273581S/DPR;112;03/07/2017
FJJ273581T/DPR;112;03/07/2017
FJJ293594/FJJ;82;10/06/2016
FJJ293594A/FJJ;74;10/06/2016
FJJ294076A/FJJ;56;24/04/2017
FJJ294208A/FJJ;106;01/07/2016
FJJ294208B/FJJ;107;01/06/2016
FJJ294208C/FJJ;107;01/07/2016
FJJ294251/FJJ;106;04/07/2016
FJJ294251A/FJJ;74;31/01/2017
FJJ294251C/FJJ;68;01/03/2017
FJJ294350/FJJ;112;15/07/2016
FJJ294350A/FJJ;112;15/07/2016
FJJ295717AB/FJJ;83;01/06/2017
FJJ295784/FJJ;81;29/09/2016
FJJ295784C/FJJ;73;05/10/2016
FJJ295784I/FJJ;73;24/10/2017
FJJ295786B/FJJ;91;29/09/2016
FJJ300904/FJJ;107;24/10/2016
FJJ300904A/FJJ;106;25/10/2016
FJJ300904B/FJJ;101;25/10/2016
FJJ300904C/FJJ;99;25/10/2016
FJJ300904D/FJJ;101;25/10/2016
FJJ300904G/FJJ;83;17/05/2017
FJJ300923/FJJ;104;24/10/2016
FJJ300923A/FJJ;103;24/10/2016
FJJ300923B/FJJ;99;24/10/2016
FJJ300998/FJJ;99;26/10/2016
FJJ301341/FJJ;90;09/11/2016
FJJ301341A/FJJ;88;09/11/2016
FJJ301341B/FJJ;87;17/11/2016
FJJ301341E/FJJ;82;21/11/2016
FJJ301513/FJJ;90;16/11/2016
FJJ301515/FJJ;101;16/11/2016
FJJ301515A/FJJ;100;18/11/2016
FJJ301557D/FJJ;80;21/11/2016
FJJ301557G/FJJ;85;20/10/2017
FJJ301557I/FJJ;79;30/10/2017
FJJ302711F/FJJ;81;08/09/2017
FJJ303215/FJJ;64;01/02/2017
FJJ303215A/FJJ;64;02/02/2017
FJJ303215B/FJJ;64;02/02/2017
FJJ303215C/FJJ;54;02/02/2017
FJJ303215D/FJJ;50;02/02/2017
FJJ303215E/FJJ;62;07/02/2017
FJJ303215F/FJJ;58;07/02/2017
FJJ303215G/FJJ;55;07/02/2017
FJJ303215H/FJJ;66;08/02/2017
FJJ303215I/FJJ;63;09/02/2017
FJJ303573/FJJ;64;21/02/2017
FJJ303575/FJJ;73;21/02/2017
FJJ304230B/FJJ;88;15/03/2017
FJJ304231/FJJ;86;10/03/2017
FJJ304231A/FJJ;85;10/03/2017
FJJ304231AI/FJJ;82;28/03/2017
FJJ304231AJ/FJJ;81;28/03/2017
FJJ304231AQ/FJJ;81;28/03/2017
FJJ304231AX/FJJ;82;28/03/2017
FJJ304231AY/FJJ;82;28/03/2017
FJJ304231AZ/FJJ;81;28/03/2017
FJJ304231BA/FJJ;80;28/03/2017
FJJ304231S/FJJ;77;20/03/2017
FJJ304231U/FJJ;73;20/03/2017
FJJ304354A/FJJ;98;21/03/2017
FJJ304354C/FJJ;93;21/03/2017
FJJ304465B/FJJ;83;02/06/2017
FJJ305442B/FJJ;81;22/06/2017
FJJ305752/FJJ;77;22/06/2017
FJJ305795B/FJJ;80;04/08/2017
FJJ305797A/FJJ;53;26/07/2017
FJJ305797D/FJJ;53;02/08/2017
FJJ305797E/FJJ;59;07/08/2017
FJJ305829A/FJJ;74;20/10/2017
FJJ305829C/FJJ;72;30/10/2017
FJJ305878A/FJJ;89;22/06/2017
FJJ305983A/FJJ;101;04/08/2017
FJJ306090/FJJ;97;01/06/2017
FJJ306747AB/FJJ;86;19/07/2017
FJJ306766AS/FJJ;85;04/10/2017
FJJ306766AX/FJJ;86;24/10/2017
FJJ306766C/FJJ;87;07/08/2017
FJJ306766R/FJJ;87;30/08/2017
FJJ306984B/FJJ;99;03/08/2017
FJJ307027C/FJJ;82;24/07/2017
FJJ307298B/FJJ;91;07/08/2017
FJJ307328B/FJJ;94;07/08/2017
FJJ307329B/FJJ;98;07/08/2017
FJJ307330B/FJJ;81;07/08/2017
FJJ307378A/FJJ;84;04/08/2017
FJJ307723A/FJJ;101;24/08/2017
FJJ307723B/FJJ;81;24/08/2017
FJJ307723C/FJJ;84;24/08/2017
FJJ307850F/FJJ;84;30/08/2017
FJJ307850G/FJJ;85;30/08/2017
FJJ307850K/FJJ;84;21/09/2017
FJJ307951/FJJ;92;14/09/2017
FJJ307951G/FJJ;92;14/09/2017
FJJ307951H/FJJ;91;14/09/2017
FJJ307951I/FJJ;92;14/09/2017
FJJ308160AT/MBA;78;30/10/2017
FJJ308274L/IBU;72;11/10/2017
FJJ308274O/IBU;75;11/10/2017
FJJ309192/FJJ;76;20/10/2017
FJJ309192A/FJJ;74;30/10/2017
FJJ309193/FJJ;77;23/10/2017
FJJ309216/FJJ;78;20/10/2017
FJJ309246/FJJ;89;23/10/2017
FJJ309246B/FJJ;84;30/10/2017
FJJ309247/FJJ;83;20/10/2017
FJJ309278/FJJ;85;20/10/2017
FJJ309278A/FJJ;82;30/10/2017
FJJ309342/FJJ;86;23/10/2017
FJJ309378/FJJ;89;25/10/2017
FJJ309378B/FJJ;88;30/10/2017
FJJ309508/FJJ;102;02/11/2017
GJO110360CS/GJO;83;08/03/2017
GJO160043K/ABH;78;04/08/2016
GJO161060BY/CBO;83;10/03/2017
GJO178493A/GJO;87;08/03/2017
GJO182568AM/GJO;79;17/11/2016
GJO183064AG/GJO;82;24/10/2016
GJO183254S/GJO;98;26/10/2016
GJO295909O/GJO;104;26/10/2016
GJO303642N/GCB;95;19/07/2017
GJO304174B/GJO;89;10/03/2017
HHE143825BX/HHE;92;11/05/2016
IBU092083CU/EGO;89;08/03/2017
IBU180864G/IBU;69;25/08/2016
IBU180864K/IBU;72;06/10/2016
IBU180864M/IBU;72;06/10/2016
IBU180864N/IBU;73;06/10/2016
IBU180864P/IBU;70;09/11/2016
IBU180864Q/IBU;71;09/11/2016
IBU245388/IBU;97;30/03/2016
IBU279948/IBU;80;24/10/2016
IBU279948B/IBU;85;26/10/2016
IBU279948C/IBU;87;26/10/2016
IBU294476B/IBU;91;26/10/2016
IBU294476C/IBU;92;26/10/2016
IBU294476D/IBU;96;27/10/2016
IBU294476E/IBU;103;27/10/2016
IBU294553/IBU;68;29/07/2016
IBU294553C/IBU;64;29/07/2016
IBU294553D/IBU;73;03/08/2016
IBU296797N/IBU;78;08/03/2017
IBU301305M/IBU;76;08/03/2017
IBU302667C/IBU;63;19/01/2017
IBU302667D/IBU;63;24/01/2017
IBU302667H/IBU;63;25/01/2017
IBU302907/IBU;68;25/01/2017
IBU302923/IBU;67;24/01/2017
IBU302927A/IBU;65;25/01/2017
IBU304134A/IBU;78;10/03/2017
IBU304134C/IBU;75;20/03/2017
IBU308274I/IBU;77;11/10/2017
IFA225533/IFA;82;24/08/2016
IMA107178BY/IMA;95;05/10/2017
IMP088259GC/DGI;79;06/02/2017
IMP088259GG/DGI;91;13/04/2017
IMP111058AA/BPM;88;13/02/2017
IMP111058AB/BPM;86;17/03/2017
IMP111058AC/BPM;84;17/03/2017
IMP111805CD/BPM;75;26/09/2017
IMP112114K/ABH;73;31/01/2017
IMP112114M/ABH;73;01/03/2017
IMP112345AC/BPM;107;15/06/2017
IMP112345AD/BPM;98;16/06/2017
IMP145460FB/NLE;62;31/01/2017
IMP157038BY/NLE;80;26/05/2017
IMP160903AX/DGI;90;05/08/2016
IMP160903BD/DGI;88;10/03/2017
IMP160903BO/DGI;74;20/03/2017
